run,temp,temppoor,temp2,temp2poor,prec,precpoor,prec2,prec2poor
571,.0236335,.0234027,-.0008978,-.0008152,-.0000108,.0000248,-1.32e-09,-9.15e-09
572,.0075177,.002483,-.000306,-.0002967,.0000366,.0000158,-5.19e-09,-3.87e-09
573,.0119011,.0199716,-.0005337,-.0006324,9.41e-06,.0000247,-3.25e-09,-6.83e-09
574,.0079926,.0142464,-.0003184,-.0005096,-.0000295,.0000214,9.83e-09,-6.71e-09
575,.0087427,.0414388,-.0002955,-.0011348,-1.19e-06,.0000273,-2.64e-09,-9.82e-09
576,.0102714,.0374545,-.0005255,-.0009918,.0000232,.0000417,-8.81e-09,-1.19e-08
577,.0087678,.0139004,-.0001104,-.0005078,2.77e-06,.0000347,-3.74e-09,-1.04e-08
578,.0118147,.0334315,-.0004668,-.0008609,.0000153,.0000468,-3.49e-09,-1.47e-08
579,.013801,.0247249,-.0005898,-.0009328,-9.55e-06,.0000215,3.09e-10,-5.90e-09
580,.007226,.0077993,-.0002201,-.0005358,-3.12e-06,.0000175,2.40e-09,-6.21e-09
581,.0006348,.0167685,.0000661,-.0005327,4.21e-06,4.04e-06,-7.92e-10,-1.45e-09
582,.0075433,.0159268,-.0002551,-.0006206,-.0000121,.0000218,3.08e-09,-6.00e-09
583,.0144081,.0289048,-.0005098,-.0008324,5.92e-06,.0000491,-2.34e-09,-1.30e-08
584,.0105265,.0417021,-.0004992,-.0011719,.0000119,-3.57e-06,3.00e-09,4.16e-11
585,.0108671,.021971,-.0003308,-.0007138,4.44e-06,.0000337,-3.12e-09,-9.30e-09
586,-.0004032,.0318944,-.0001683,-.0008156,-2.46e-06,7.72e-06,2.82e-09,-3.44e-09
587,.0064002,.0612349,-.0002474,-.0017387,-6.06e-06,.0000236,-1.65e-09,-5.43e-09
588,.0107901,.0601181,-.0003481,-.0015059,9.79e-06,9.58e-06,-4.32e-09,-3.95e-09
589,.0079071,.0086582,-.0003057,-.0003403,2.82e-06,.0000196,-3.88e-10,-5.21e-09
590,.003811,.0597904,-.0000472,-.0015164,.0000146,.0000131,-4.47e-09,-3.44e-09
591,.0171996,.0080914,-.0005661,-.0005405,3.63e-06,4.90e-06,-5.33e-09,-4.26e-09
592,.0121452,-.0086047,-.0002996,-.0000578,-.0000132,.0000336,1.46e-10,-9.73e-09
593,.0081247,.0073154,-.0003079,-.0002857,-2.46e-06,.0000501,-1.25e-09,-1.46e-08
594,.006381,.0332936,-.00028,-.0010106,.000039,.0000339,-4.47e-09,-5.94e-09
595,.0160737,.0236535,-.0005944,-.0008522,6.75e-06,.0000331,-4.47e-09,-9.73e-09
596,.0124984,.0452542,-.000408,-.0012566,-.0000111,.0000154,-2.32e-10,-6.96e-09
597,.0086592,.0421248,-.000434,-.0011271,-7.18e-06,.0000177,-5.40e-10,-5.46e-09
598,.0202123,.0254089,-.0008344,-.0008136,4.03e-06,.0000281,1.05e-09,-9.42e-09
599,.0131659,.0316245,-.0004324,-.0008569,.0000172,.0000385,-2.53e-09,-9.30e-09
600,.0096966,.0620917,-.0003804,-.0015812,-9.08e-06,.0000155,1.14e-09,-2.58e-09
601,.000108,.0136352,.000097,-.0004904,-.0000272,.0000294,8.61e-09,-8.43e-09
602,.00662,.052354,-.0002631,-.0013178,.0000205,.0000206,-4.75e-09,-4.85e-09
603,.0105499,.0104163,-.0003016,-.0005819,6.64e-06,.0000293,-2.40e-09,-5.83e-09
604,.0050088,.0217274,-.0001261,-.0007346,.0000196,.0000418,-6.08e-09,-1.05e-08
605,.0159018,.0286832,-.0006896,-.0008055,6.55e-06,.000019,-2.85e-09,-3.24e-09
606,.0040149,.0152941,-.000145,-.0004972,.0000144,.000016,-4.36e-09,-4.05e-09
607,.0098337,.0014106,-.0003312,-.0005007,-1.42e-06,1.97e-06,-1.03e-10,-1.20e-09
608,.0058572,.0148723,-.0000879,-.0006097,.0000158,.0000312,-3.00e-09,-9.38e-09
609,.0092308,.0532161,-.0003684,-.0013411,7.33e-07,.000031,-7.60e-10,-7.48e-09
610,.0102292,.0450546,-.0004962,-.0013367,.0000188,.0000131,-7.03e-09,-4.24e-09
611,.0127905,.033243,-.0004919,-.0010158,.0000342,.0000276,-8.51e-09,-6.41e-09
612,.0039559,.0411577,-.0001578,-.0010986,-3.69e-06,9.46e-06,2.14e-09,-4.47e-09
613,.0034608,.0274459,-.000168,-.0008453,.0000152,.0000154,-3.72e-09,-2.87e-09
614,.0166822,.0358739,-.0006778,-.001123,-5.48e-06,.0000191,-2.00e-10,-4.03e-09
615,.0017603,.0181424,-.0001005,-.0005104,8.98e-06,.0000308,-9.02e-10,-8.17e-09
616,.0043014,.0199658,-.0002668,-.0005607,.0000101,.0000234,-2.16e-09,-6.66e-09
617,.0107699,.0142051,-.0002437,-.0004882,-3.24e-06,.0000266,4.13e-10,-7.40e-09
618,.0071384,.0142651,-.0003399,-.0005322,-7.04e-06,.0000208,2.90e-10,-7.69e-09
619,.0123768,-.000414,-.0002848,-.0002287,.0000107,.0000259,-2.77e-09,-7.82e-09
620,.0110814,.0111746,-.0005127,-.0005443,-1.45e-06,.0000246,-1.85e-09,-8.37e-09
621,.0122507,.0087102,-.0004787,-.0006376,.0000193,9.32e-06,-7.75e-09,-8.24e-09
622,.0102902,.0340597,-.000476,-.0008261,.0000185,.0000168,-6.15e-09,-6.50e-09
623,.007976,.0146029,-.0002186,-.0005425,1.60e-06,.0000169,-2.21e-09,-7.00e-09
624,.0180305,.0250584,-.000727,-.00086,.0000157,.0000251,-5.95e-09,-6.83e-09
625,.0121316,.0807381,-.0003989,-.0020302,.0000262,.0000374,-9.78e-09,-9.99e-09
626,.0061818,.0635729,-.0001903,-.0015294,.0000191,.0000136,-6.53e-09,-5.42e-09
627,.0047914,.0322261,-.0001201,-.000962,.0000179,.0000156,-1.31e-09,-5.37e-09
628,.0074681,.0260005,-.0003034,-.0008218,-9.85e-07,-5.96e-06,1.51e-10,4.16e-11
629,.0029616,.0118239,-.0001554,-.0005696,5.83e-07,.0000488,-2.47e-09,-8.33e-09
630,.0052568,.0110283,-.0001605,-.0004448,5.88e-06,.0000412,-2.85e-09,-1.22e-08
631,.0049721,.0370775,-.0001166,-.0010186,3.73e-06,.00004,1.34e-09,-1.21e-08
632,.0154251,.0606441,-.0005687,-.0015353,8.32e-06,.0000492,-2.65e-09,-1.20e-08
633,.0090402,.0175208,-.0002486,-.0007231,-6.48e-06,.0000302,-5.94e-10,-7.75e-09
634,.0070976,.0508024,-.0002029,-.0013454,-8.20e-06,5.78e-06,9.51e-10,-2.59e-10
635,.0141915,.0342446,-.000477,-.0009296,-4.44e-06,.0000294,-3.18e-09,-6.03e-09
636,.0012244,.0326655,-.0000322,-.0009178,-7.13e-06,6.22e-06,1.35e-09,-2.12e-09
637,.0133151,.0326283,-.0005714,-.0009411,.00002,.0000225,-8.09e-09,-4.81e-09
638,.0243112,.0211927,-.0009337,-.0010193,-.0000179,-5.24e-07,-1.10e-09,3.06e-10
639,.0048122,.0987379,-.0002095,-.0022383,.0000173,.0000577,-5.39e-09,-1.64e-08
640,.0065346,.0198169,-.0003428,-.0006347,-5.84e-06,.0000377,-7.31e-10,-1.09e-08
641,.0148578,.0208624,-.0005158,-.0007509,-4.51e-06,.0000152,3.48e-09,-6.45e-09
642,.0145976,-.0006499,-.0003047,-.0003704,.000023,.0000454,-4.64e-09,-1.28e-08
643,.0087983,.0240052,-.0003694,-.0006744,.0000164,.0000508,-5.64e-09,-1.42e-08
644,.0076588,-.0061999,-.000151,-.0001632,-.0000163,.0000301,3.72e-09,-7.85e-09
645,.0127406,.0197162,-.0007521,-.0006422,.0000148,.000021,-8.31e-09,-4.24e-09
646,-.0003944,.0235796,-1.67e-06,-.000713,.0000396,.0000156,-8.57e-09,-4.08e-09
647,.0137949,.0093414,-.0007101,-.0004499,-5.25e-06,2.10e-06,-6.68e-09,-1.86e-09
648,.0192635,.054349,-.0005881,-.0014928,.0000179,.0000377,-4.85e-09,-9.70e-09
649,.0044875,.0307889,-.0002218,-.0008263,-6.11e-06,.0000289,1.40e-09,-7.64e-09
650,.0088473,.0079312,-.0003829,-.0004585,.0000211,.0000239,-3.52e-09,-7.26e-09
651,.0042638,.0298023,-.0000217,-.0007601,9.17e-06,.0000108,-2.59e-09,-4.11e-09
652,.0098313,.0101361,-.0003283,-.0006065,4.82e-06,.0000186,-2.86e-09,-4.47e-09
653,.0093284,.0383037,-.0001735,-.0011416,.000021,.0000254,-4.00e-09,-8.43e-09
654,.0135364,.0118538,-.0004574,-.0004745,.0000142,.0000229,-4.81e-09,-5.79e-09
655,.0094107,.0166619,-.0003315,-.0005832,8.57e-06,.0000502,-3.27e-09,-1.60e-08
656,.0108359,.0427447,-.0004103,-.0011208,-.0000202,.0000451,4.58e-09,-1.33e-08
657,.019894,.0018555,-.0005795,-.0002876,-5.49e-06,.0000127,2.66e-09,-4.62e-09
658,.0067064,.0248774,-.0002289,-.0008469,.0000105,.0000243,-1.94e-09,-7.65e-09
659,.006703,-.0102689,-.0003862,.0000774,.000011,.0000231,-3.74e-09,-8.49e-09
660,.0042386,.0264501,-.0001751,-.0007911,3.69e-07,-2.04e-06,-1.78e-09,-1.53e-09
661,.016469,.0196638,-.0007161,-.000531,-.0000118,.0000271,2.00e-09,-5.55e-09
662,.0096756,.0416005,-.0001904,-.0010527,.0000225,.0000347,-6.71e-09,-1.07e-08
663,.0072913,.0202268,-.0001597,-.0007966,.0000206,6.75e-06,-4.04e-10,-2.51e-09
664,.0061182,.022435,-.0003021,-.0006349,.0000143,.0000193,-3.55e-09,-8.75e-09
665,.0090671,.0087889,-.0002904,-.0003759,.0000248,.0000485,-6.45e-09,-1.35e-08
666,.0087938,.0177273,-.0003476,-.0006437,.0000186,.0000361,-7.50e-09,-1.30e-08
667,.0077093,.0328332,-.0002329,-.0010093,.000015,3.50e-06,-2.93e-09,-2.05e-09
668,.0075803,.045456,-.0002811,-.0012725,6.76e-06,.0000345,-1.92e-09,-9.92e-09
669,.0090218,.0304166,-.0001299,-.0008477,-.0000118,6.60e-06,1.88e-09,-3.85e-09
670,.0078681,.0223247,-.0004085,-.000845,3.63e-06,.0000118,-2.74e-09,-2.33e-09
671,.016723,.0457526,-.0007061,-.0010799,-6.85e-06,.0000372,-1.79e-09,-9.28e-09
672,.0062849,.0592308,-.0001265,-.00159,-6.13e-06,.0000163,2.57e-10,-5.73e-09
673,.005059,.0611189,-.0001841,-.0014875,.0000125,.000033,-3.84e-09,-1.01e-08
674,.0074982,.0558931,-.0002532,-.0014306,.0000138,.0000297,-5.05e-09,-7.61e-09
675,.0101067,.0593533,-.0003199,-.0013902,-.0000116,7.17e-06,6.15e-10,-4.29e-09
676,.0064632,.0231932,-.0000508,-.0008142,4.28e-06,-7.22e-07,-1.01e-09,1.46e-09
677,.0145419,.0164913,-.0004188,-.0006901,.0000355,.0000149,-1.25e-08,-4.38e-09
678,.0022262,.0237606,-.0002545,-.0007771,.0000135,.0000331,-4.97e-09,-7.78e-09
679,.0053959,.0430751,-.0002445,-.0010274,.0000177,.0000264,-4.62e-09,-7.37e-09
680,.0048578,.0359262,-.0000554,-.000968,7.97e-06,.0000295,-2.35e-09,-1.01e-08
681,.0055962,.0294537,-.00021,-.0008565,-.000016,.0000205,1.19e-09,-4.22e-09
682,.0120392,.0321656,-.0004618,-.0009603,.0000176,.0000114,-6.81e-09,-4.43e-09
683,.0138345,.0139213,-.0004864,-.000661,-4.22e-06,.0000251,-1.32e-09,-6.79e-09
684,.0043817,.0378847,-.0000122,-.0010912,.0000321,.0000296,-9.62e-09,-8.64e-09
685,.0092217,.0258621,-.0002487,-.0007959,-7.76e-06,.00004,2.41e-10,-1.07e-08
686,.0061058,.0142616,-.0000835,-.0005365,-4.02e-06,.0000372,4.84e-09,-7.54e-09
687,.0113624,-.0268955,-.0004246,.0004074,-3.43e-06,.0000234,-3.90e-10,-8.49e-09
688,.0168455,.0347964,-.0004094,-.0009437,-.0000168,.0000475,1.61e-09,-1.51e-08
689,.0087306,.0337974,-.0002678,-.0010414,-6.82e-06,.0000229,-2.27e-09,-6.91e-09
690,-.0004373,.0353462,.0000243,-.000949,-3.61e-06,.000026,5.93e-10,-5.61e-09
691,.005535,.0399374,-.0000481,-.0010211,.0000198,.0000141,-6.55e-09,-3.93e-09
692,.0074764,.0275513,-.0002952,-.0008244,-.0000145,.0000221,-6.61e-12,-5.78e-09
693,.0068143,.0433378,-.0002579,-.0012936,-8.26e-06,.0000397,-3.52e-10,-1.02e-08
694,.008806,.0396286,-.0004357,-.0010773,.0000182,.0000278,-5.92e-09,-6.90e-09
695,.004948,.0126268,-.0000647,-.0004646,8.72e-06,.0000556,3.57e-09,-1.47e-08
696,.0180971,.048658,-.0006802,-.0012759,-1.59e-09,.0000419,-3.53e-09,-1.09e-08
697,.0114137,.0232712,-.0004505,-.0007615,-3.78e-06,7.71e-06,1.56e-09,-5.13e-09
698,.0151033,.0324236,-.0006003,-.0008527,.0000327,.0000262,-6.66e-09,-6.28e-09
699,.0110539,.0386168,-.0003783,-.0009847,3.45e-06,9.55e-07,-5.51e-09,-3.56e-09
700,.0049334,.0249321,-.0001431,-.0008214,-.0000107,.000013,2.27e-09,-3.06e-09
701,.0098317,.0071425,-.0006756,-.0004556,9.41e-06,.0000193,-5.87e-09,-5.67e-09
702,.0049298,.0632508,-.0000834,-.0015003,.000016,.0000388,-3.56e-09,-1.13e-08
703,.0155603,-.0076296,-.0004069,9.21e-06,-.0000113,.0000247,1.31e-09,-7.36e-09
704,.0064115,.036227,-.0002539,-.0009717,.000015,.0000252,-4.68e-09,-6.80e-09
705,.0123308,.0720128,-.0005664,-.0017531,-1.67e-06,.0000204,-2.93e-09,-5.03e-09
706,.0050587,.0365193,-.0000755,-.0010491,2.85e-06,.0000362,-6.75e-10,-1.08e-08
707,.0183573,.0373995,-.0008368,-.0008524,.0000421,.0000478,-1.35e-08,-1.20e-08
708,.008664,.0143351,-.0001686,-.000497,-.0000247,.0000416,5.47e-09,-9.55e-09
709,.003342,.0420022,-.0000531,-.0009759,.0000236,.0000305,-9.09e-09,-9.02e-09
710,.0176825,.0342842,-.0006286,-.0009338,.0000334,.0000243,-7.77e-09,-9.15e-09
711,.0178298,.0094392,-.0008024,-.0004208,1.04e-07,.0000371,-3.09e-09,-9.31e-09
712,.0077454,.0365816,-.0001618,-.0009975,2.17e-06,.000038,-1.72e-09,-9.86e-09
713,.0055475,.0092504,-.0001719,-.0003762,-.0000149,.0000426,4.76e-09,-1.23e-08
714,.0087872,.0279011,-.0003867,-.0007613,.0000115,.000047,-4.53e-09,-1.53e-08
715,.0062178,.0272532,-.0000546,-.000754,5.79e-06,.0000273,-6.63e-10,-6.08e-09
716,.0068183,.0172244,-.000289,-.0005757,-5.57e-06,.0000152,-2.75e-10,-4.37e-09
717,.0145817,.0426235,-.0006297,-.001093,7.28e-06,.0000201,-1.22e-09,-7.04e-09
718,.008716,.0274113,-.0001624,-.0007953,-4.72e-06,.0000311,2.20e-09,-1.02e-08
719,.007754,.0292562,-.0002243,-.0008438,-.0000109,.0000145,3.44e-09,-4.59e-09
720,.0168865,.029391,-.0005632,-.0009794,.0000148,4.43e-06,-2.84e-09,-5.64e-09
721,.0136119,.0423642,-.0004162,-.0008802,.0000111,.0000483,-4.36e-09,-1.38e-08
722,.009219,.0199026,-.0002415,-.0007058,-.0000117,.0000247,2.95e-09,-7.76e-09
723,.003557,.0398908,-4.68e-06,-.0010465,2.89e-06,.0000314,-1.75e-09,-9.14e-09
724,.0107538,.0503063,-.0004333,-.0013607,3.53e-06,.000043,-2.53e-09,-1.33e-08
725,.0068804,.0210218,-.0000778,-.0005864,-2.64e-06,.0000522,1.17e-09,-1.52e-08
726,.0058995,.0159674,-.0002782,-.0006549,.0000209,.0000247,-7.67e-09,-7.43e-09
727,.0091467,.0098135,-.0003091,-.0005683,-.0000185,.000026,5.12e-09,-1.14e-08
728,.0054396,.0185468,-.0002153,-.0008612,-4.51e-06,.0000216,-2.99e-10,-1.00e-08
729,.0083457,.0428294,-.0003278,-.0011054,-5.29e-06,.00004,-5.68e-10,-1.16e-08
730,.004251,.0107734,-.0001338,-.0004699,.0000211,.0000303,-8.12e-09,-8.45e-09
731,.0058971,.0324851,-.0003862,-.0008221,.0000187,.0000166,-8.31e-09,-6.74e-09
732,.0127465,.0823746,-.0004738,-.0018181,.0000113,.0000311,-3.45e-09,-1.10e-08
733,.0056226,.0040474,-.000188,-.0003259,6.18e-06,.0000257,-3.87e-09,-7.64e-09
734,.0056857,-.0043498,-.0003615,-.0001206,.0000214,.0000339,-5.70e-09,-9.01e-09
735,.0070895,.0015312,-.0002738,-.0004532,.0000269,.0000355,-6.57e-09,-9.44e-09
736,.0044787,.0180558,-.0002939,-.0005884,-.0000113,.0000388,1.20e-09,-1.05e-08
737,.0076022,.0411076,-.0002397,-.0012072,.0000213,.0000184,-5.23e-09,-4.58e-09
738,.0089969,-.0059892,-.0002071,-.0001526,-9.94e-06,.0000196,1.66e-09,-7.24e-09
739,.0058332,.0219391,-.0001018,-.0006983,7.06e-06,.0000241,-2.39e-09,-7.94e-09
740,.015099,.0382928,-.0004969,-.0009582,9.56e-06,.0000274,-3.63e-09,-5.79e-09
741,.0033452,.0001051,-.000172,-.0002892,3.44e-06,.000013,-3.25e-09,-2.75e-09
742,.0099487,.0143185,-.0003859,-.000428,.000019,.0000226,-7.01e-09,-7.32e-09
743,.00823,.0197493,-.0003237,-.0006609,.0000214,.000027,-6.63e-09,-8.84e-09
744,.0096998,.0204328,-.0005905,-.0006602,1.65e-07,.0000158,-1.51e-09,-6.08e-09
745,.0143111,.0206113,-.0006048,-.0007926,.0000166,.0000205,-3.99e-09,-6.56e-09
746,.0060394,.0173965,-.0003665,-.0006371,.0000135,.0000219,-6.87e-09,-9.02e-09
747,.008154,.005825,-.0003438,-.0004552,.0000257,.0000508,-7.96e-09,-1.69e-08
748,.00993,.0139135,-.0003818,-.0005167,.0000103,4.68e-06,-5.21e-10,-3.49e-09
749,.0068524,.0028252,-.000308,-.0003936,.0000227,.0000201,-3.77e-09,-4.79e-09
750,.0139598,.0486699,-.0004348,-.0012497,-.0000128,.0000534,4.74e-09,-1.56e-08
751,.0089247,.0436308,-.000429,-.001079,7.73e-06,.0000111,-2.58e-09,-3.70e-09
752,.0104259,.018218,-.0003755,-.0004616,.0000198,.000019,-5.65e-09,-7.48e-09
753,.012965,.0419495,-.0004971,-.0011874,-.0000217,.0000165,4.04e-09,-4.41e-09
754,.0080432,.0682055,-.000339,-.0017463,-3.35e-06,.0000168,9.95e-10,-6.71e-09
755,.0048613,.0503379,-.0000987,-.0011859,1.41e-06,.0000439,1.87e-10,-1.25e-08
756,.0135819,-.0038916,-.000401,-.0001548,.0000193,8.25e-07,-5.66e-09,-1.03e-09
757,.0019999,.0261362,.0000598,-.0007757,-.0000104,.0000208,1.48e-09,-5.20e-09
758,.0082794,.0512985,-.0004079,-.0013187,7.89e-06,.0000215,-5.26e-09,-5.47e-09
759,.0063061,.0050731,-.0000774,-.0003207,.0000103,.0000249,-1.85e-09,-7.02e-09
760,.0019317,.0420605,-.0001188,-.0011979,9.37e-06,.0000401,-3.09e-09,-9.58e-09
761,.0099578,-.0250441,-.0003899,.0002227,.0000111,.0000239,-4.00e-09,-6.84e-09
762,.0054544,.0525056,-.0001157,-.0012829,-.0000119,.0000404,2.02e-09,-1.07e-08
763,.0188529,.0677083,-.0006908,-.0017378,-7.20e-06,.0000182,2.98e-09,-5.31e-09
764,.0016328,.0703005,-.0000306,-.0016346,-5.55e-06,.0000116,-1.34e-10,-4.18e-09
765,.0046649,-.010132,-.0001311,-.0001082,-9.77e-06,1.61e-06,-5.79e-10,9.89e-10
766,.0091505,.0503042,-.000294,-.0013099,.0000305,.0000445,-7.36e-09,-1.46e-08
767,.0075328,.0244871,-.0000719,-.0007931,.0000159,.0000267,-4.57e-09,-3.79e-09
768,.0115289,.0129044,-.0005441,-.0005485,.0000126,.0000159,-4.61e-09,-3.56e-09
769,.0135046,.0103234,-.0003668,-.00051,4.96e-06,.0000156,-3.29e-09,-5.40e-09
770,.0086291,.0150274,-.0002321,-.0004145,-4.26e-06,.00002,-2.80e-09,-9.42e-09
771,.0109607,.0063983,-.0003494,-.0003836,8.85e-06,.000021,-5.87e-09,-8.38e-09
772,.0022944,.0145627,-.0001578,-.0004319,9.29e-06,.0000225,4.98e-10,-5.75e-09
773,.0017974,.0071642,-.0000619,-.0004077,.000027,.0000306,-5.02e-09,-7.15e-09
774,.0173886,.0252106,-.0006823,-.0005782,-2.99e-06,6.13e-06,-3.91e-10,-3.06e-09
775,.0060508,-.004227,-.0001995,-.0000821,.0000187,.0000191,-6.47e-09,-6.50e-09
776,.0087454,.0585851,-.0003405,-.0014155,.0000251,.0000329,-4.39e-09,-1.06e-08
777,.0155277,.0581735,-.0003728,-.0014977,.0000218,.0000164,-1.12e-08,-5.92e-09
778,.0058842,.0094374,-.0002441,-.000563,.0000295,.0000464,-1.02e-08,-1.29e-08
779,.0014439,.0054927,-.0000281,-.0002517,.0000245,.0000205,-7.83e-09,-6.94e-09
780,.0115277,.0297582,-.0005006,-.0008116,.0000111,.0000282,-1.74e-09,-9.91e-09
781,.0059534,.0191402,-.0002099,-.0005172,-.000018,.0000376,1.98e-09,-1.04e-08
782,.0061708,.0163264,-.000119,-.0006209,2.51e-06,.00002,-2.68e-09,-5.96e-09
783,.0094454,.042719,-.0004602,-.0011232,.0000297,.0000353,-6.21e-09,-8.76e-09
784,.0087503,.0462203,-.0003911,-.0012585,.0000177,.0000519,-5.53e-09,-1.40e-08
785,.0107398,.0261469,-.0002819,-.0006385,7.73e-06,.0000311,-6.80e-10,-7.01e-09
786,.0038455,.0201199,-.0000692,-.0006857,.0000316,.0000316,-9.02e-09,-8.72e-09
787,.011115,.0265628,-.0003253,-.0008688,5.48e-06,.0000398,-3.68e-09,-9.84e-09
788,.0056966,.0265507,-.0001651,-.0006592,.0000226,.0000167,-7.87e-09,-5.45e-09
789,.0035423,.0352026,-.0001075,-.0009353,2.26e-06,.0000356,-3.48e-09,-9.71e-09
790,.0072605,.0404567,-.0003021,-.0011126,.0000118,.0000278,-7.97e-09,-1.07e-08
791,.0141061,.0303036,-.0004956,-.0010174,.0000155,.0000321,-3.77e-09,-7.50e-09
792,.0087186,.0237636,-.0002118,-.0004768,-.0000122,.0000237,4.64e-09,-8.50e-09
793,.0096491,.004646,-.0003681,-.0005623,-.0000164,.0000293,6.69e-09,-7.71e-09
794,.0128005,.0195493,-.000579,-.00074,-5.51e-06,.000024,4.43e-10,-7.00e-09
795,.0086155,.0087251,-.0003086,-.0004578,.000012,.000039,-8.70e-10,-1.10e-08
796,-.0001636,.0194009,.0001805,-.0004579,.0000205,.0000224,-4.57e-09,-7.10e-09
797,.0078269,.0017404,-.0002392,-.0002486,.0000165,.0000253,-2.94e-09,-7.52e-09
798,.0096599,.0214473,-.0004324,-.0006999,7.02e-06,.0000195,-2.69e-09,-5.03e-09
799,.0058959,.025848,-.000406,-.0007494,.000022,.0000313,-3.23e-09,-7.43e-09
800,.0054392,.0316181,-.0004089,-.000897,7.07e-07,.0000434,-9.92e-10,-1.27e-08
801,.0106392,.0094705,-.0003759,-.0002928,-9.65e-06,.0000245,8.16e-10,-7.48e-09
802,.0156359,.0384145,-.0005781,-.0009793,.0000234,.0000315,-6.03e-09,-7.84e-09
803,-.0032253,.0153725,.0002113,-.0002986,-8.35e-07,.0000501,1.23e-09,-1.21e-08
804,.0167316,.0041056,-.0004203,-.0003251,.0000109,.0000457,2.17e-09,-1.18e-08
805,.0118856,.0143148,-.0003622,-.0005004,3.76e-06,.0000466,-4.29e-10,-1.15e-08
806,.0098808,.036475,-.0005047,-.0009989,-4.78e-06,4.65e-06,2.44e-10,-2.42e-09
807,.0127838,.06265,-.0005294,-.0014487,-7.57e-06,.0000235,-2.70e-10,-5.13e-09
808,.0054982,.0152871,-.0000667,-.0004193,.000041,.0000203,-1.21e-08,-6.66e-09
809,.0092168,.0121626,-.0003482,-.0004805,-7.23e-06,7.06e-06,-4.29e-10,-2.22e-09
810,.0073982,.0269304,-.0004097,-.0008618,5.57e-06,.0000355,6.80e-10,-1.20e-08
811,.0072536,.0232987,-.0002289,-.0006966,-.0000293,.0000278,1.06e-08,-7.29e-09
812,.0072309,.0071809,-.0004159,-.0003311,.0000348,.0000261,-1.20e-08,-8.66e-09
813,.0069216,-.0126621,-.0003805,.0000757,.0000204,.0000363,-6.12e-09,-9.34e-09
814,.0131013,-.0131995,-.000341,-.0000934,.000011,.000028,-5.56e-10,-9.10e-09
815,-.0005835,.0333983,-.0000197,-.000921,5.25e-06,.0000152,9.85e-11,-3.66e-09
816,.0147115,.0369312,-.0004681,-.0009941,.0000245,.0000404,-4.83e-09,-1.28e-08
817,.0110551,.0795974,-.0005865,-.0018634,8.12e-08,.0000376,-1.90e-09,-1.08e-08
818,.0058622,.0189489,-.0000502,-.0007958,7.43e-06,.0000304,-1.55e-10,-6.88e-09
819,.0066531,.0145581,-.0001869,-.0007005,.0000219,.0000219,-5.34e-09,-6.91e-09
820,.0065678,.0076991,-.0002765,-.0004193,.0000561,6.87e-06,-1.48e-08,-4.54e-09
821,.0081505,.0124691,-.0002055,-.0004223,2.16e-06,.0000286,4.66e-10,-8.33e-09
822,.0045852,.0356968,-.0001989,-.0009671,5.48e-06,.000042,-3.35e-09,-9.26e-09
823,.0081778,.0186744,-.0003648,-.0006354,.0000265,7.78e-06,-8.21e-09,-4.04e-09
824,.017599,.0238502,-.0006292,-.000627,-.0000213,.0000567,-5.24e-10,-1.55e-08
825,.0052848,.031393,-.0001143,-.0007426,-7.34e-06,.0000349,1.88e-09,-1.24e-08
826,.0152579,.0216443,-.0004924,-.0008369,-.000023,.0000333,6.24e-09,-9.19e-09
827,.0124884,.0172523,-.0005095,-.000589,-7.62e-06,-1.63e-06,2.03e-09,-8.26e-11
828,.0104289,.0273646,-.0002623,-.0008864,.0000403,.0000337,-1.23e-08,-1.03e-08
829,.0193182,.0497254,-.0006736,-.0012646,.00001,.0000192,-3.72e-09,-7.32e-09
830,.0138425,.0080689,-.0005735,-.0005289,.0000122,.0000156,-4.58e-09,-6.05e-09
831,.0050245,.0169729,-.000244,-.0004805,.0000262,.0000305,-2.02e-09,-7.32e-09
832,.0143417,.0673354,-.0006636,-.0016511,.000014,.0000228,-7.49e-09,-7.55e-09
833,.0128815,.0043148,-.0004648,-.0004006,3.42e-06,.0000333,-3.29e-09,-8.64e-09
834,.0083288,.0267796,-.0003201,-.000772,1.73e-06,.0000321,1.61e-09,-1.03e-08
835,.0158691,.0150227,-.0006404,-.0006004,.0000181,.0000324,-8.14e-09,-6.99e-09
836,.0161156,-.0052642,-.0003412,-.0001291,-.0000117,.0000273,-3.48e-10,-7.19e-09
837,.0158862,.0146634,-.0006923,-.0006723,4.18e-06,.0000351,-3.90e-09,-8.61e-09
838,.016755,.0877319,-.0005742,-.0021709,-9.04e-06,-6.22e-06,-2.30e-09,2.26e-09
839,.0071371,-.0212699,-.0002231,.0002616,4.02e-07,.0000171,1.34e-09,-4.03e-09
840,.0070329,.0109916,-.0002244,-.0005911,8.22e-06,.0000509,-4.01e-09,-1.09e-08
841,-.000714,.0069368,.0001287,-.0003336,7.79e-06,.0000414,-5.06e-09,-1.07e-08
842,.0042447,.043075,-.0000976,-.0010541,-.0000164,.0000115,1.11e-09,-3.94e-09
843,.0042244,.0136813,-.0001353,-.0005308,-9.26e-07,.0000236,-1.80e-09,-6.10e-09
844,.014368,.043371,-.0005581,-.0011243,.0000103,.0000452,-2.39e-09,-1.08e-08
845,.014342,.0185472,-.0004956,-.000653,-1.47e-07,.0000219,2.86e-10,-6.47e-09
