run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
0,.0098838,-.0019212,-.0089955,-.0008384,-.0059216,-.0244474,-.0034452,.0044976,.0002397,-.0027357,.0055469,.0068451,-.0004408,-.0002106,.0003598,.0001585,.0001785,.0004557,.0000125,-.0002388,5.56e-06,.0001995,-.0001374,-.000213,-.0026918,-.0186,-.000022,.0001513
1,.0024268,-.0201862,-.0096461,-.0024802,-.0067971,-.0239801,-.0035053,-.0037209,-.0006341,-.0095424,.0106399,.0054117,-.0001465,.000153,.0003431,.0002324,.000188,.000458,.0000506,-.0000491,.0000937,.0002031,-.0003013,-.0001025,-.0075159,-.0544982,.0002277,.0008948
2,.008958,.0058198,-.0081218,.010208,-.0089975,-.0036921,-.0044683,-.0044523,-.0002075,-.0072064,.0036117,-.00744,-.0005892,-.0003063,.0002734,-.0000372,.0002044,.0002315,.0000479,-.0000209,-.0002484,.0003267,-.0000316,.0000702,-.0092254,-.006763,-.0003434,.0002641
3,.0123803,-.0199341,-.0071158,-.0104255,-.0062126,-.0212498,-.0031224,-.0109959,.0037563,-.01086,.0046428,.0016077,-.0005316,.0002536,.000186,.0004193,.0001418,.0003778,.0001098,.0001308,-.0000851,.0005032,.0000181,-.0001028,.0043285,-.0718577,-.000161,.0015819
4,.0033796,.003732,-.0104144,-.0087357,-.0093009,-.0275399,-.0078119,-.0140122,-.0017699,-.0029351,.0046935,.0129542,-.0001236,-.0002529,.0003588,.0002945,.0002262,.0005264,.0002336,.0001941,.0000357,.0001732,-.0000605,-.0003798,-.021224,-.0365368,.0006701,.0005555
5,.0100635,.0073188,-.0035987,-.0088124,-.0071425,.0000496,-.015522,-.0093298,.010523,.0132076,.0077177,.0060061,-.0003807,-.0003397,.0001993,.0003194,.0002503,-.0000513,.0006259,.0000996,-.0003643,-.0001431,-.0002078,-.0001802,.002041,.00844,.0001228,-.0002953
6,.0070018,.0294331,-.0126147,-.000719,-.0088791,-.0033341,.002114,-.0157041,.0020845,.0034301,-.0007678,-.0019302,-.0002691,-.0008674,.0005007,.0001264,.0001722,-.0000353,-.0001452,.0002561,-.0000735,1.87e-07,-5.96e-06,-.0000115,-.0110612,.0111759,.000179,-.0005315
7,.0137232,.0256587,-.0110977,.0473058,-.0011025,-.0093533,-.0035061,.0400119,.01303,-.0002642,-.0012076,-.0121731,-.000628,-.0007351,.0004289,-.0007987,-.0000546,.0001153,.0000211,-.0010284,-.0004343,.000044,.0000631,.0001709,.0098394,.0911858,-.0006038,-.0022319
8,.0162413,-.0188876,-.0025017,-.0003288,-.003912,-.0511411,.0032272,.0106899,-.0019893,-.0134711,-.0047672,.0094364,-.000677,.0002067,.0001619,.0000697,.0003326,.0010812,-.0002475,-.0004622,.0002718,.0005799,.0003317,-.0004109,.0062983,-.0637023,.0001734,.0010644
9,.0048026,.0149911,-.0067357,-.0047247,-.0043404,-.0147744,-.0015997,.0053724,-.003567,.0060244,.0084092,.0063098,-.0002112,-.0005721,.0003088,.0001676,.0002018,.0002214,-.000039,-.0001607,.0002227,-.0000696,-.0002401,-.0001423,-.0030309,.0131987,.000243,-.0005555
10,.0115964,-.0004922,-.0072878,.0080698,-.0005367,-.0495672,-.0081374,.0093303,.0001783,-.0047586,.0010619,.0124832,-.0007731,-.0003173,.0002699,.0000422,-.0000278,.0009067,.0002525,-.0003169,-.0001372,.0001228,.0001208,-.0002675,-.0031253,-.0249347,-.000295,.0001701
11,.0066092,-.000067,-.0071115,.0105294,-.0041269,-.0048332,-.0027108,.0255306,-.0044648,-.0030413,.0006555,.0035448,-.0005398,-.0001353,.0002418,-.0000975,.0002408,.0000244,-.0000718,-.0007046,.0001615,.0000317,.0000775,-.0000734,-.0111493,.0316633,.00011,-.0009547
12,.0061398,.0235109,-.0121201,-.0095345,-.0164824,.0084045,-.0101999,-.011632,.0006982,.0064966,.021626,-.0015136,-.0002325,-.0007838,.0003101,.0003376,.0004987,-.0001333,.0001472,.0000869,-.0001,-.000052,-.0007229,-.0000485,-.0103383,.0157319,-.0000994,-.0005931
13,.0209546,.0054525,-.0037452,.0043599,-.0116498,.0205676,-.0015709,-.000873,.006207,.0051547,.0029504,.0038392,-.0008441,-.0003298,.0002698,-.0000475,.0002441,-.0005395,-.000086,-.0001015,-.000149,.0002022,-.000015,-.0002844,.013146,.0385008,-.00058,-.0011005
14,.0134323,-.0114272,-.0102791,.0050764,-.0081897,-.0488402,-.0106623,.0139574,.0021825,-.0093832,.0092908,.014548,-.0005917,-.0000562,.000337,.0000587,.0001229,.0010305,.0002629,-.000495,-.0001931,.0003064,-.0002703,-.0004412,-.0042256,-.0360689,-.0003324,.0004031
15,.0029989,.0095067,-.0059642,-.0109133,-.0049441,-.0066748,-.0059069,-.0062974,-.0028895,.0178386,.005525,.010678,-.0001322,-.0005555,.0001574,.0004339,.0001094,.0000238,.0001307,-.0000715,.0000683,-.0001671,-.0002822,-.0004552,-.0111808,.0141379,.0000514,-.0007917
16,.0043963,-.0343326,-.007742,.0110897,-.0089321,-.0431476,-.0091202,.02547,.0056328,-.0042017,.0098744,-.0148008,-.0002062,.0004712,.0002176,-.0001646,.0001724,.000799,.0003776,-.0005971,-.0003576,.0000176,-.0003229,.0003013,-.0058908,-.0599229,-.0001191,.0008273
17,.0152952,.0071586,-.004143,.0062456,-.0055762,-.0251784,.0009228,.0113513,-.0039173,-.0005065,.0024293,-.002968,-.0006192,-.0004151,.0002248,2.25e-06,.0001818,.000372,-.0002828,-.0003171,.0002326,.0001043,-.0000336,-.0000563,.0050109,-.0038973,-.0002965,-.00031
18,.0201606,.0141119,-.0130074,-.0034773,-.0106367,.0056337,-.0029229,.020614,-.0022447,.0117819,.0068423,.0070602,-.0007584,-.0007958,.0005333,.000282,.0003751,-.0001593,-.0000952,-.0004287,.0002298,-.000238,-.0001862,-.0002167,-.0018087,.0557244,.0000984,-.0015564
19,.0118584,-.0144413,-.0083001,.0059086,-.0091327,-.0422008,-.0069299,.0009435,-.0024367,-.0215346,.0092299,.0016168,-.0003067,.0000621,.0003247,-.0000848,.0002582,.0008672,.0002229,-.0000909,.000211,.0006108,-.000159,-.0001521,-.0057111,-.0697079,.0005512,.0012122
20,.0098646,.0056753,-.0054908,.0002443,.0015184,-.0282172,.0043489,.0162615,.0032949,.0076153,.0052883,.0102742,-.0004332,-.000414,.000413,.0001468,-.0000198,.0005441,-.0002223,-.0004235,.0000122,-.0000478,-.00016,-.0002454,.0188243,.0118534,-.0004102,-.0004399
21,.0027975,-.0160782,-.0152068,.0083008,-.0066622,-.0269889,-.0029397,.0294769,.0001015,.0037107,.0138746,-.0121598,-.0002186,.0002251,.0006335,-.0000859,.0001215,.0005394,-.0001719,-.0007097,-.0001276,-.0000128,-.0004742,.0002268,-.0080352,-.0137386,-.0002372,.000183
22,.0177575,.005788,-.0175152,.0033387,-.0114029,-.0388441,-.0080867,.0049873,.001067,-.0015769,.0125033,.0180721,-.0005733,-.0004759,.0006391,.0000397,.0003534,.0007524,.0000743,-.0001164,.0000504,.0001201,-.000384,-.0005132,-.005677,-.0082349,.0001601,-.0001933
23,.0080033,-.0119236,-.0154395,-.0085828,-.0107794,-.0449089,-.0048386,-.0049812,-.0043444,-.0184764,.0105887,.0106957,-.0003805,-.0000699,.0006276,.0003687,.0002732,.0010279,-.0000422,-.0000224,.0002071,.0005081,-.0002954,-.0003528,-.01681,-.0781771,.0003898,.0014596
24,.0143072,.0050849,-.0061901,-.0062645,-.0035722,.0327403,-.006422,.0016544,.0020344,.0117777,.0042302,.0130362,-.0007185,-.0003355,.0002898,.0003116,.0001358,-.0007656,.0002625,-.0002638,-.000097,-.0000285,-.0001088,-.0003179,.0043877,.0580289,-.0002362,-.0013997
25,.0116969,.0051356,-.0111336,-.000794,-.0096384,-.0076646,-.0035281,.006103,.0022681,.0171491,.0048722,-.0029831,-.0004741,-.0003726,.0004998,.0001716,.0003278,.0001124,-.0000783,-.0001714,-.000026,-.0004114,-.0000611,.0000673,-.0054628,.0169461,.0001881,-.0006041
26,.013978,.0021678,-.0046418,-.0042101,.0012972,.0198815,-.0075804,.0052592,.0047263,-.0038695,.0018384,.0037327,-.0005398,-.0002685,.0001374,.0001631,-.0002019,-.0004305,.0003253,-.0002047,-.0003345,.0001428,-.0000336,-.0000345,.0096177,.0229616,-.0006471,-.0006323
27,.0098762,.0329818,-.0090574,-.0005212,-.0028217,-.0010843,.0008467,-.011508,.0037068,.000853,.002065,.0068426,-.0004081,-.0011564,.0004076,.0001022,.0000815,-.0001899,-.0001834,.0001368,-.0001701,.0000436,.0000121,-.0000818,.0046156,.0275639,-.0002603,-.0011455
28,.0017126,-.0200882,-.0094564,-.0129028,-.0046546,-.0070951,-.0034361,-.0076151,-.0042643,-.0058934,.0046106,-.0047578,-.0001324,.0001941,.0003596,.0003938,.0001207,-1.76e-06,.0000448,-7.28e-06,.0001435,.0003212,-.0002091,.000047,-.0154881,-.0583523,.000327,.0009471
29,.00875,.0054081,-.0103598,.0008112,-.0085304,-.0071582,-.0051934,-.0051639,-.0023735,.00323,.0095804,.0095256,-.0005614,-.0004559,.0004082,.0000681,.000311,.0001112,5.81e-06,-.000027,.0001494,.0000656,-.000339,-.0002042,-.0081267,.0066528,-.0000259,-.0004422
30,.0046605,.0094427,-.0060195,.005933,-.0033958,-.0093726,-.0073757,.0122762,.0023459,.0332032,-.0027399,-.0184187,-.0004229,-.0005492,.0002264,-8.23e-06,.0000837,.0000843,.000292,-.000449,-.0001579,-.0006373,.0002845,.0002934,-.0125245,.0330639,.0003058,-.0012661
31,.0109908,-.0098054,-.0074646,-.0036946,-.0054671,-.0403495,.0003309,.0034238,-.0001654,-.0096653,.0019941,.0120736,-.0005209,-.0000994,.000227,.0001163,.0002513,.0007664,-.0002235,-.0003241,7.02e-06,.0004592,.0000419,-.0004381,.0002186,-.0480175,-.0002172,.0004804
32,.0046079,.0042999,-.0076635,.00483,-.0037765,-.0255955,-.0077989,.0022964,-.0023341,-.0180286,.008757,.0052927,-.0002781,-.0004389,.000302,.0000453,.0001592,.0004579,.0002913,-.0002096,.0001058,.0004528,-.0002355,-.0001495,-.0082082,-.0269051,.0003446,.0001581
33,.0098695,.0086302,-.013314,-.0001177,-.0076618,-.0224355,-.0033793,-.0016062,-.0008959,.0001316,.0093041,.0059046,-.0003447,-.0003915,.0004628,.0001673,.000216,.00052,-.0001392,-.0000798,-3.61e-06,.0001179,-.0003439,-.0002492,-.0060773,-.009493,-.0001526,.0000848
34,.0075197,.0101315,-.0098535,-.0096549,-.0073419,-.0085386,-.0049388,-.0072368,-.0010125,.0003557,.0080119,.0078619,-.0002819,-.000416,.000381,.000511,.0002764,.0001397,.0001148,.0000106,.0001014,.0001584,-.0003016,-.00023,-.007615,-.0070812,.0002901,.0001735
35,.0100668,.0079692,-.00542,-.0006056,-.0012071,-.0070774,-.0041095,-.0037854,.0047921,.0093392,.0073954,.0122251,-.000548,-.0004997,.0002006,.0001996,1.02e-06,.000166,.0000435,.0000822,-.0003048,-3.26e-06,-.0002156,-.000296,.0115177,.0180651,-.0008232,-.0003513
36,.0106561,-.0351808,-.0072343,.0020169,-.0064754,-.0484093,-.0056614,.0091673,.0045977,-.0182789,.0089739,-.0039371,-.0004939,.000426,.0002845,.0000669,.0001439,.000829,.0001114,-.000399,-.0001369,.0005392,-.0002364,.0000226,.0048565,-.0946219,-.0003275,.0014847
37,.0070807,-.0172047,-.0080537,.0091726,-.0064196,-.0378175,-.0101351,.0089306,-.0004895,-.0051312,.0073636,.0048229,-.0004996,.0000988,.0003574,.0000529,.0002417,.0006969,.0003221,-.0003336,.0001164,.0002436,-.0001738,-.0001856,-.0106536,-.0372272,.0003642,.000573
38,.014747,-.0085078,-.0079298,.0055208,-.0035969,-.0446717,-.0010453,.0133179,.0052447,-.0201483,.0069638,.0081034,-.0006411,-.0000655,.0002921,.0000172,.0000733,.0009575,-.0000672,-.000483,-.0002246,.0007446,-.0001981,-.0003578,.0143835,-.0463857,-.0007655,.0008131
39,.007148,-.0069664,-.0093304,-.0024623,-.007219,-.0321439,-.0104561,-.0027779,.0044086,-.0014923,.0106883,-.0003841,-.0001896,-.0001614,.0003231,.0001767,.00005,.0007032,.000362,.0000188,-.0001335,.0001484,-.0003181,-.0000991,-.0047607,-.0462269,.0000939,.0007866
40,.0042245,-.008755,-.0151087,-.0109504,-.0181766,-.0170658,-.0064985,-.0036668,-.0000534,.0058556,.0100613,.0053257,-.0002591,-.000045,.0006137,.0003161,.0005598,.0004995,.0000574,-.0001084,.0000405,.0000713,-.0002026,-.0001714,-.0255514,-.0292568,.0008098,.0005622
41,.0119629,.021676,-.0042553,.0143438,.0047335,-.0231548,-.0054409,.0154831,.0086939,-.0005531,.0050451,.0027234,-.0004923,-.0008087,.0002106,-.0001031,-.0001929,.0003291,.0001844,-.0003882,-.0002929,.0000868,-.000122,-.0001262,.0207393,.0305184,-.0007049,-.0010104
42,.010522,.0054158,-.004214,-.0130004,-.0006661,.0017731,-.0036939,-.0082419,-.0005869,.0074992,.0039391,.0031141,-.0005682,-.0003417,.0002146,.0004024,5.73e-06,-.0001734,.0000432,-.0000244,.0000729,-8.51e-07,-.0001238,-.0000687,.0053002,-.0034401,-.0003556,-.0002066
43,.0150952,-.0187835,-.0071364,.0148667,-.0086682,-.0471695,-.0052406,.0237342,.0035841,-.0187834,.0017589,.0173544,-.00069,.0000908,.0003584,-.0001598,.0002823,.0009907,.0000517,-.0006714,-.0001491,.0006505,.0001845,-.0004474,-.000607,-.028781,.0000377,.0004532
44,.009548,-.0077806,-.0113288,-.0017077,-.0086856,-.036287,-.0070888,.0013424,-.0022451,-.0069926,.0087003,-.0019689,-.0004715,-.0000333,.000355,.0002824,.0003285,.0006997,.0001522,-.0002634,.0001688,.0004155,-.0001512,.0000779,-.0111,-.0533944,.0003818,.0011788
45,.015171,.0311896,-.0078822,.0066287,-.0019883,.0098007,-.0072173,-.0049271,-.0024413,.0062381,.0032329,-.0040819,-.0007249,-.000795,.0004719,-.0000678,.000027,-.0003203,.0003505,-.0000991,.0003161,-.0000496,.0000265,-.0001337,-.0011252,.044848,.0004672,-.0014655
46,.0096907,.0092747,-.0108133,-.0017664,.0001947,-.0243041,-.000249,.0081917,.0001422,.001222,.0034566,.0145643,-.0002898,-.0003232,.00047,.0002435,-.0000803,.000459,-.0000405,-.0002563,-.0000131,.0002169,-.0002406,-.0003572,.002422,.0071821,-.0001945,-.0000174
47,.0068093,-.0006833,-.0099425,.0034687,-.0047453,.0005886,-.0035638,-.0081882,-.0044113,-.0046729,.0071026,.0063765,-.000312,-.0002203,.0003901,.0000994,.0002494,-.0001519,-.0000524,-.0000396,.0001582,.0002022,-.0002733,-.0002078,-.0087511,-.0031107,.00016,-.000318
48,.0136035,.0064956,-.0078887,-.0103748,-.0013528,.0109328,-.0145386,-.002736,.0086859,.0178822,.0004516,-.0085619,-.0005283,-.0003632,.0004401,.000425,-8.77e-06,-.0002915,.0005644,7.13e-06,-.000361,-.0002868,.0001433,.0001867,-.0010391,.0136379,.0002497,-.0003227
49,.0023476,-.0014277,-.0122767,.0034523,.0008611,-.0255859,.0000346,.0176681,-.0038159,-.0064358,.0073282,.0066238,-.0001094,-.0001812,.000433,.000135,-.0000437,.0004889,.0000169,-.0004783,.0001041,.00034,-.0003245,-.0002535,-.0055212,-.0057052,.0000763,.0000509
50,.0106473,-.0020277,-.0083084,-.0017979,-.0082343,-.0229738,-.009457,.0029678,.0032686,-.0066728,.009601,.0092283,-.0005709,-.0000927,.0002882,.0002869,.0002968,.0003501,.0002206,-.0002547,-.0002257,.0002801,-.0001864,-.0003051,-.0024827,-.021276,-.0001773,.0002645
51,.0090175,-.0094056,-.0126142,-.0046656,-.0094553,-.0048629,.0031306,-.0070251,-.0031224,.0021153,.0098573,-.0037999,-.0003355,-.0001487,.0005396,.0002317,.000272,-7.28e-06,-.0002957,.0001721,.0002588,.0000295,-.0003833,.0000764,-.0031864,-.0276439,.0000559,.0003538
52,.010619,.0053181,-.0129324,-.0056306,-.0083795,-.0265739,-.0016163,-.0057424,-.0051941,-.0017452,.0078696,.0011676,-.0006548,-.0003165,.000594,.0001775,.0002602,.0004065,-.0001643,-.0001231,.0002131,.0000494,-.0002282,-.0001992,-.0096337,-.0332065,.00002,-5.35e-06
53,.0127068,.0084482,-.0053172,-.005803,-.0092321,-.0008556,-.012017,.0152781,.01144,.0108871,.0066656,-.0013802,-.0004799,-.0004685,.0001387,.0002165,.0001675,-.0000282,.0004781,-.0005401,-.000765,-3.05e-06,-.0000875,.0001187,.0042462,.0265746,-.0005481,-.0007045
54,.0123397,.0060975,-.0072894,.0052263,-.00886,-.0332715,.0013705,.0065925,-.0029708,-.0044348,.0060502,.0107133,-.0005174,-.0003717,.0002922,-3.16e-06,.0004344,.0007303,-.000262,-.0001387,.0002367,.0002067,-.0001339,-.0002037,.0006402,-.0090767,.00005,.0002198
55,.0186843,-.0049072,-.0054307,-.0002094,-.004577,-.0426195,-.002402,.0003595,.0054773,-.0118009,.0080798,.0112984,-.0006965,.0000588,.0001709,8.02e-06,.0001746,.0008704,.0000185,-.0002045,-.0000733,.0005667,-.0003167,-.000401,.0198317,-.0478792,-.0007225,.0008984
56,.0163996,-.0082525,-.0102906,-.0084345,-.0102843,-.0137844,-.00269,-.0057885,-.0032569,.0088705,.0089203,.008335,-.0007223,-.0000859,.0003756,.000293,.000364,.0001216,-.0000949,-.0000972,.0003312,-.0000324,-.0002238,-.0003513,-.001202,-.0190545,.0000299,-.0001522
57,.0052063,.001276,-.0121117,-.0167923,-.0101698,-.0018635,-.0032436,-.0011283,.0052907,.0204705,.0131379,.0138754,-.0002355,-.0003063,.0004102,.0005715,.0003509,-1.52e-06,-.0000447,-.0000375,-.000172,-.0003047,-.0004927,-.0004366,-.0018901,.0158379,-.0001837,-.0005151
58,.0259677,.0003373,-.005249,-.0006008,-.0052678,-.021582,.0008929,.0010539,.0032467,.0064051,-.0048223,.0022848,-.0009586,-.0002029,.000158,.0001138,.000236,.0004163,-.0001206,-.0001361,.0000572,.0000578,.000382,-.0001243,.0147681,-.0121016,-.000246,.0001246
59,.0106441,.0214872,-.0063273,.0028862,-.0057684,-.0013809,-.0059727,-.0044396,.0041017,-.0049723,.0078497,.0091121,-.0002513,-.000721,.0003603,.0000989,.0001532,.0000496,.0001187,-.0000827,-.0000452,.0004381,-.0002077,-.0003017,.0045271,.0226927,.000128,-.0005187
60,.0021679,-.0051447,-.012476,-.0072119,-.0055349,-.0252216,-.0094362,.0042556,-.0081416,-.0037173,.0038737,.0102537,-.0002684,-.0001489,.0004396,.0003555,.0001448,.0004274,.0003245,-.0002622,.0002878,.0000756,-.0001001,-.0002643,-.029547,-.0267863,.0008282,.0001831
61,.0074199,-.0023857,-.0132868,-.0044997,-.0085516,.0141691,-.0089554,-.0057772,-.0008469,.0130313,.0141054,.0079325,-.0003456,-.0001841,.0004139,.0002478,.0001372,-.0003351,.0001904,-.0000924,-.0001378,-.0001357,-.0004198,-.0004168,-.0101154,.0224703,-.0001617,-.0009165
62,.0102057,-.0054359,-.0040033,.0032843,-.0071508,-.0219001,-.004739,.0125611,.0004133,-.0001769,.0019013,.0099964,-.0004661,-.0001106,.0002037,-.000037,.0002332,.0004461,.0000194,-.0004008,-.0000591,.0001911,.0000406,-.0002971,-.0033728,-.0016711,-.0000284,-.0002083
63,.0096489,-.0209688,-.0092843,.0004409,-.007548,-.0452626,-.0061783,.0012266,-.0001038,-.0143764,.0032037,-.0020341,-.0004978,.0003837,.0003331,.0001095,.0001858,.0009185,.0001532,-.0001626,-.0000629,.000503,-.000011,.000058,-.0102619,-.0809744,.0001004,.0018101
64,.0133917,.0090115,-.0014106,-.0055997,-.0019803,-.0135204,-.001722,-.0099655,.0015097,-.0083343,-.0014563,.0120974,-.0005121,-.000474,.0000825,.0002546,.0001352,.0002504,-8.03e-06,.0001299,-.0000435,.0004755,.0003032,-.0003492,.0083321,-.016311,-.0000427,.0002872
65,.0110828,.0022047,-.0059658,.0027978,-.0087443,-.0181427,-.0076608,.0035435,-.0018381,.004269,.0034391,.0152303,-.0004884,-.0002641,.0002444,.0000852,.0002003,.0004098,.0001848,-.0002705,.0000798,-.0000384,7.63e-06,-.0003614,-.0096871,.0099026,.0002285,-.0004393
66,-.0044173,-.0331334,-.0136598,.0009202,-.0134688,-.0741952,-.0033011,.0116494,-.0030212,-.0328344,.0152951,-.0015838,-9.81e-06,.000525,.0004021,.0000864,.0003478,.0015708,-.0000627,-.0004277,.0000856,.0009232,-.0004607,-.0000955,-.0225731,-.1291772,.0003023,.0025822
67,.0093023,-.0007831,-.010054,-.0136318,-.0039666,.0072189,-.0093037,-.0121555,-.0042112,.013794,.0021283,.006685,-.0004888,-.0001094,.0003904,.0004329,.0001784,-.0002592,.0002635,.00007,.0000432,-.0001781,.0001358,-.0001544,-.016105,.0011275,.0005224,-.0001983
68,.0205252,.0266494,-.0122117,-.0072799,-.0141605,-.0097232,-.0021088,-.0124112,-.001203,.0120954,-.005998,.0012431,-.0007915,-.0006698,.0004781,.0003005,.0004496,.0000797,.0000241,-1.82e-06,.0000566,-.0001026,.0003194,5.32e-06,-.0151569,.0105736,.0005362,-.0003887
69,.014355,-.0133596,-.0079948,-.0071733,-.0070351,-.0187104,-.006685,.0055704,-.0016612,-.0088792,-.0043567,-.0011272,-.0008227,.0000173,.0002222,.0004045,.0001868,.0001324,.000215,-.0003624,-.0000266,.0001902,.0004442,.000034,-.0133779,-.0436792,.0002189,.0004159
70,.0092143,-.0016745,-.0065396,-.002175,-.0005959,-.0176162,-.0041582,-.0031774,.0020659,-.0028898,-.0027037,.0013642,-.0002935,-.0002848,.000324,.0001977,.0000177,.0004229,.000097,-.000055,-.0000725,.0001586,.0001277,-9.20e-06,-.0027172,-.0261687,.0002003,.0004302
71,.0157092,.0037043,-.003002,.00703,.0018762,.0066725,-.0076067,.0065975,.0038003,-.0126754,-.0007316,.0174603,-.0005475,-.0002769,.000075,-.0001319,-.0001674,-.0001364,.0002457,-.0003533,-.0001716,.0004543,.0001017,-.0005349,.0100454,.0287891,-.0004641,-.0009792
72,.0105544,-.0037033,-.0023286,-.0001294,-.0021968,-.0252493,-.009252,.011436,.0026095,-.0065453,-.0027175,.00316,-.0004658,-.0001633,.0002004,.0000693,.0000483,.000514,.0004087,-.0002959,-.0000408,.0003786,.0002594,-.0000752,-.003331,-.0210313,.0004102,.0004275
73,.012193,.0007885,-.0033197,.0097293,-.001234,-.0187281,.0003583,.0086693,.0012008,-.0071056,-.0032494,-.0043981,-.0006776,-.0001349,.0001293,-.00006,.0000872,.0003499,-.0000909,-.0004466,-7.08e-06,.0003126,.0002508,-.0000262,.0059491,-.0110448,-.0003083,-5.14e-06
74,.0112994,-.0227928,-.0136598,-.0120348,-.0106177,-.0513606,.000081,.0032925,-.0044624,-.0216722,.0080573,.0009309,-.0005202,.0003193,.0004746,.0003168,.0004031,.0010273,-.0001189,-.0003138,.0001945,.0005639,-.000125,-.000064,-.0093023,-.103637,.0003081,.0018496
75,.0044445,-.0073376,-.0121802,-.0017865,-.0051516,-.0399846,-.0000426,-.0007528,-.0110727,-.0140627,.0062311,.0081769,-.0004017,-4.22e-06,.0004427,.0001881,.000125,.0007127,-.0001328,-.0002372,.000494,.0003866,-.0002283,-.0002629,-.0177716,-.0557473,.000299,.0007831
76,.0048575,.0223436,-.0093359,.000919,-.0045402,-.0039455,-.0066414,-.0013289,-.0045669,.0092995,.008344,.0100377,-.0003283,-.0007474,.0004477,.000119,.0000942,.0000568,.0001793,-.0000816,.0001356,-.0001168,-.0001647,-.0002226,-.0118829,.0373253,.0003637,-.0009926
77,.0206016,.0213209,-.0040237,-.0097718,-.0012407,-.012016,.0026654,-.0168575,.0015804,.0077402,.0030498,.0103033,-.0009182,-.0007189,.0001626,.0003892,.0000664,.0002775,-.0003176,.0001912,-.0000191,.0001001,.0000125,-.0002414,.0226328,.0007191,-.0010134,-2.28e-06
78,.0113838,-.0176996,-.0086888,.015389,-.0078967,-.0380599,-.0043223,.0366934,-.0079831,-.0044514,.0056057,-.0032334,-.0004776,.0002422,.0002474,-.0001519,.000285,.0008463,-.0000837,-.0010044,.0002279,.0002151,-9.37e-06,.0000478,-.0119014,-.011362,.0001896,.0001951
79,.0047698,-.0174315,-.010426,.0046659,-.0029514,-.0299162,-.0034824,.0100039,.0060699,-.0011853,.0049074,-.0053464,-.0001809,.0001868,.0004505,-.0000326,.0000163,.0006666,.0001618,-.0003653,-.0002175,.0001524,-.0001457,.0000729,-.0011127,-.0392096,.0000845,.0006808
80,-.0008475,-.0210015,-.012924,.0226144,-.0096945,-.0024802,-.0034173,.0231577,-.0050823,-.00513,.0053378,.0176686,.0000515,.0003078,.0004839,-.0003195,.0003254,.0000102,.0001422,-.0006712,.0003475,.000513,-.0001778,-.0004111,-.0266278,.034829,.0011729,-.0005708
81,.004998,.0203863,-.0127859,-.0010536,-.002676,-.0150999,.0008916,-.0071763,.0047725,.0086373,.0061162,.0090104,-.0003659,-.0007327,.0005139,.0002856,.0000507,.0002455,-.0002331,.0001073,-.0001554,-.0001044,-.0002228,-.0003072,.0013164,.0147042,-.0004127,-.0005059
82,.0100349,.0041956,-.0050329,-.0061117,.0023106,-.018429,-.006053,-.0158044,.0026905,-.0007076,-.0006397,.0109674,-.0004613,-.0003743,.0002323,.0003408,-.0001372,.0004225,.000335,.0002205,-.0001339,.0001248,.0001324,-.0001701,.0033103,-.0258897,-.0000328,.0005641
83,.0094219,.0044049,-.007628,-.0206233,-.0003068,.0322637,-.0024212,-.0158392,-.0018121,.0153666,.0058004,-.0045313,-.000402,-.0003178,.0003326,.0007479,.0000962,-.0008379,-.0000541,.0002129,.0001032,-.0002658,-.000251,.0001009,.0030541,.0110414,-.0001751,-.0003597
84,.0199186,.0055102,-.0074077,-.0011734,-.0025363,-.0181383,-.0032231,-.0023611,-.0002874,-.0037895,.0005895,.0075891,-.0009294,-.0002972,.0002055,.0001426,.0001026,.0002888,.0000726,-.0001678,.0000627,.0003439,.0001199,-.0001537,.0070535,-.012363,-.0003662,.0001566
85,.00846,-.0064463,-.0171338,.0063751,-.0055113,-.0333168,-.0052851,.0200533,.0004849,-.0124713,.0080656,-.0077451,-.00054,-.0001386,.0007179,.0000414,.0002113,.0006613,.0001593,-.0005993,-1.53e-06,.0003944,-.0001676,.0001453,-.0109198,-.033551,.0003795,.0005045
86,.0184055,-.0294919,-.0099744,-.0108289,-.0105774,-.0634784,-.007819,.0048944,-.0034012,-.0321525,.0106083,-.0066996,-.0004965,.000294,.0003544,.000363,.0003069,.0012983,.0001902,-.0001425,.000182,.0007276,-.0003741,.000154,-.0027583,-.137757,.0001629,.0026945
87,.0109047,-.0413971,-.0115486,.0002905,-.0066854,-.031978,-.0042034,.0157687,.004914,-.0169124,.0164738,.0023121,-.0006277,.0007226,.0005543,.0001596,.0002183,.0007076,-.0001305,-.0006264,-.0001548,.0007319,-.0007393,-.000078,.0098551,-.0719162,-.0008797,.0016173
88,.0052025,-.004554,-.0087265,-.006237,-.0065919,-.0305874,-.0026665,.001271,-.0009706,-.0074429,.0026008,.0120046,-.0003481,-.0001011,.0003745,.0002023,.0002395,.0006007,-6.99e-06,-.0002293,.000039,.0002812,-.0000397,-.0004069,-.0111522,-.0355457,.0002582,.0003469
