run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
273,.0231495,.004487,-.0078489,.000827,-.0008373,-.016357,-.0080112,-.0031077,-.0002359,.0078647,.0080978,.0061396,-.0010192,-.0004438,.0003355,.0002002,-4.49e-06,.0002937,.0002164,4.38e-06,.0000695,.0000506,-.000103,-.0001828,.0143141,-.0001465,-.0005053,-.0000778
274,.0047554,.0101391,-.0112618,-.0046644,-.0101015,.0010204,-.00625,.0030587,.0003278,.0096439,.000105,.0049795,-.0004277,-.0003932,.000387,.000331,.0003172,.0000406,.0001283,-.0000959,-.0002606,-.0000992,.000083,-.0001333,-.0224252,.0241773,.0002272,-.00035
275,.0109131,.0067191,-.011704,-.0077459,-.008822,-.0055535,-.0036213,-.0051644,-.000801,-.0103629,.0085608,.0056616,-.0004574,-.000432,.000386,.0002928,.0003126,-.0000189,-.0000876,-.0001785,-9.72e-07,.0002827,-.0001999,-.000099,-.0054746,-.0164459,-.0000474,-.0001529
276,.0201664,.0009687,-.0128174,-.0026355,-.0058814,-.0379358,-.0059709,.0002642,-.00284,-.0073848,.0057228,.0115243,-.0007959,-.0004163,.0004616,.0003061,.0001814,.0007221,-9.82e-06,-.0000112,-.0000226,.0001994,-.0001993,-.0002603,-.0016204,-.035199,-.0003847,.0005398
277,.0179464,.0129807,-.005732,.0053842,-.0090926,-.0117113,-.0081542,.0109614,.0072114,-.0162512,.0068638,.0129781,-.0005117,-.0004293,.0002364,-.0000364,.0002941,.0001664,.0002026,-.0004582,-.0001889,.0005176,-.000116,-.0003368,.0090428,.0143419,-.0000834,-.0005767
278,.0178112,-.0002095,-.0121516,-.0192474,-.0146179,.0059441,-.0045835,.0011919,.007568,.0145462,.0045522,.0031741,-.0006344,-.0001445,.0003875,.0004337,.0003451,-.0002643,.0000756,-.0002451,-.0003216,-.0002589,-.0000626,-.0001778,-.0014215,.0053994,-.0002104,-.0006569
279,.02541,-.0112298,-.0073808,-.0119291,-.0088503,-.0159683,-.0045941,-.0015674,.0046345,.0018969,.0056298,.0003635,-.0010373,-.0001099,.0002394,.0003311,.0002549,.000366,.0000492,-.0001501,-.000239,.0000308,.0000664,-.0000364,.0148491,-.0384343,-.0006664,.0004315
280,.0161432,.007621,-.0093651,-.006135,.0028521,-.025375,.0055843,-.0132424,.0039779,.0007962,.0023277,.0096742,-.0006919,-.0004693,.0003435,.0003561,-.0000378,.0004644,-.0003521,.0002217,-.0001045,.0001001,-.0000473,-.0003264,.02152,-.026661,-.00089,.0003465
281,.0071662,-.0314602,-.0109781,-.0136934,-.00083,-.0259393,-.0008343,.0036249,-.0029316,-.0028795,.0038594,.0020857,-.0003353,.0004594,.0004346,.0004661,.0000326,.0005646,-.0000644,-.0002656,.0002471,.0002658,-.0000804,-.0001135,-.0045485,-.0682618,.0002342,.0013768
282,.0032042,-.0237417,-.0081455,.0108894,-.0057182,-.0526272,-.0050959,.0185152,.0020601,-.0210081,.0052981,.0122218,-.0000853,.0002595,.0003311,-.0000694,.0001604,.0009495,.0001342,-.0005407,-.0000641,.0006473,-.0001852,-.0004701,-.0083972,-.0557506,.0002911,.0007762
283,.008725,-.0102651,-.0095637,.0079495,-.0026826,-.0471541,-.0058121,.0179041,.0030587,-.0137898,.005669,.0098884,-.0004683,-.0000229,.0003961,-.000049,.0000484,.0008711,.0002303,-.000626,-.0001176,.0004555,-.000052,-.0003889,-.0006058,-.0354669,.000037,.0002399
284,.0071886,-.0033688,-.0068575,-.0057336,.0010358,-.0110744,-.0022591,-.0007279,.0030087,-.006762,-.0013726,.0006108,-.0002941,-.0002853,.0003115,.0001975,.0000189,.0001572,.0000871,-.0002616,-.0000426,.0003366,.0001015,-.0002206,.000744,-.027056,.0001824,-.0000762
285,.0071804,-.0010757,-.0085732,-.0180604,-.0034722,.000683,-.0001944,-.0106641,.001129,.0126462,.0058552,.007434,-.0002622,-.0001065,.0003574,.0006588,.0001695,9.20e-07,-.0000904,-.0000197,.0000532,.0001247,-.0001054,-.0002954,.0019248,-.0090371,.0001221,.0003628
286,.0124052,-.0086593,-.0095148,-.0009408,-.0065461,-.0241185,-.0072538,.0083301,.0022451,-.0057856,.0011262,.0030006,-.0006069,.0000481,.0003609,.0000983,.0002037,.0005162,.0001891,-.0003694,-.0000972,.0002762,.0000924,-.0001105,-.0075381,-.0281735,.0001421,.0004588
287,.0121422,-.0068768,-.0067883,.0048977,-.0052681,-.0473553,-.0030489,.0104742,.0069474,-.0075841,-.0067954,.0126802,-.0005114,-.0001774,.0002795,.0000802,.0001683,.0009827,.0001488,-.0001311,-.0003242,.0002509,.0002814,-.000266,-.0028111,-.0337641,.0000425,.0007392
288,.01086,.0001061,-.00868,-.0007945,-.0030252,-.0336292,.0010963,.0115235,-.0030298,-.010251,.0002261,.014582,-.0005174,-.0001621,.000402,.0000934,.000118,.000562,-.0000819,-.0003527,.0001066,.0004189,7.09e-06,-.0003151,-.0025527,-.018463,.0000343,.0002444
289,.0122435,.0144768,-.0094651,.0066854,-.008094,-.0020938,-.0076457,.0112148,-.002447,.0025467,.0039448,-.0016165,-.0005771,-.000542,.00037,-.0000935,.0003389,.0000111,.0000905,-.0003505,.0000201,6.79e-06,-.0000813,-5.72e-06,-.0114636,.0312135,.0001611,-.0009738
290,.0041784,.0055676,-.0027828,-.0089669,-.0025756,-.0084161,-.0080901,-.0070427,.0023589,.019779,.0068142,.0022971,-.0001095,-.0004722,.000258,.0003452,.0000231,.0001274,.0002114,-.0000385,-.0001022,-.0002882,-.0001473,-.0003218,-.0000971,.003218,.0001335,-.0006482
291,.0023902,-.0139479,-.0105015,.0003392,-.0063655,-.0457198,-.0070481,.0065645,-.0051956,-.0090626,-.0002304,.0128288,-.0001449,.000095,.0005247,.0002094,.0002384,.000875,.0001176,-.0002333,.0001457,.0002644,.0000338,-.0003181,-.0269509,-.0489978,.0009153,.0008925
292,.0163698,.0230673,-.0056175,.0063077,-.0026444,-.011737,-.0033677,.0154137,-.0001966,-.0051004,-.0001216,.008639,-.0007173,-.00081,.0002329,-.0000355,.0002122,.0002548,.0000337,-.000627,.0000276,.0003778,.0001487,-.0001724,.0044219,.0365903,-.0000622,-.0010124
293,.011446,.0208276,-.0005634,.0165982,-.0037758,-.0283674,.0006483,.0116272,.0036125,-.0100013,.002044,.0127121,-.0004742,-.000656,.0000149,-.0002834,.0001438,.000568,.0000597,-.0003176,-.0001014,.0005254,.000074,-.0003889,.0134116,.0233965,-.0002832,-.0005525
294,.004756,-.0020249,-.0146506,-.0022054,-.0075501,-.0173184,-.0031115,.0060299,-.0005827,-.0018164,.0062117,-.0090606,-.0004207,-.0001809,.00059,.0002857,.0001323,.0001778,-.0000403,-.0003454,-.0000702,.0000248,-.0002252,.0001129,-.0149271,-.0263958,-.0000341,.0000749
295,.0055,-.0099287,-.0075712,.0083824,-.0109429,-.0481103,-.0121961,.0237591,.0005935,-.0183598,.0098285,-.0093324,-.0001263,.0000336,.000333,-6.77e-06,.0004233,.0009855,.0003165,-.0006728,-.0000936,.0005289,-.0003181,.0001801,-.0147882,-.0535896,.0005347,.0010486
296,.0026156,-.020551,-.0093997,.0004911,.0003617,-.0562625,-.0018948,.0090565,.0034564,-.0186112,.0040047,.0096423,-.0002232,.0001378,.0003821,.0001311,-.0000858,.0010033,.0000783,-.0003095,-.0002143,.0004565,-.0001461,-.0002244,-.0008561,-.0762348,-.0002089,.0011949
297,.0052135,-.0139493,-.0090295,.0022882,-.0056245,-.0408892,-.0029951,.0124052,-.0025347,-.0063847,.0046592,.0118448,-.0003132,.0001004,.000208,.0001308,.0000444,.0007092,.0000492,-.0004221,-.0000602,.0002226,-.0001723,-.0002609,-.0103112,-.034685,-.0002441,.00048
298,.0161844,.0020331,-.0106406,-.0220963,-.0084975,.003867,-.0042425,-.0096969,-.0025173,.0224458,.0076057,.0034312,-.0006382,-.0001494,.0004069,.0005972,.0002582,-.0000401,-.0000646,.0000613,.0001394,-.0003871,-.0002169,-.0000876,-.0021078,-.0000161,-.0001153,-5.80e-06
299,.0060726,-.0107922,-.0105648,-.0072421,-.0034215,.0075729,-.0060997,.0026793,-.0047095,.0061298,.0091753,.0137799,-.0002011,-.0001203,.0004561,.0003232,.0000111,-.0002681,.0000325,-.0001627,.0003496,6.88e-06,-.000524,-.0003971,-.0095477,.0121276,.0001242,-.0006181
300,-.0018508,.0209671,-.0164262,-.0108364,-.0065736,-.0154905,.0058923,-.0170045,-.010458,.0120242,.0040417,.0164153,-.0001344,-.0004742,.0006819,.0002912,.0001808,.0002378,-.0002182,.0002558,.0004243,-.0002328,-.0002353,-.0003587,-.0253746,.0060753,.0006991,-.0002807
301,.0151871,.0167208,-.0094221,-.0102313,-.0053559,-.0184834,-.003757,.0005791,-.0060057,.0057944,.007755,.0035678,-.0004531,-.000524,.0003764,.0003011,.0001479,.0003661,4.13e-06,-.0001472,.0003622,-.0000356,-.0003851,-.0001677,-.0015984,-.0020527,.0000524,-.0002073
302,.0182695,.031598,-.0095989,.0019055,-.0050602,-.0165279,-.0006639,.0055863,-.0007741,-.0012695,-.0008114,-.0004702,-.0005971,-.0008786,.0003607,.0000905,.0002085,.0003182,-.0001679,-.0002175,.0001356,.0002181,.000013,.0000341,.0013611,.0208222,-.0000472,-.0004353
303,.0069105,-.0036805,-.0136603,-.0015123,-.0141324,-.029361,-.0093864,.0017448,-.0020015,-.0012271,.0098365,.0073803,-.0002411,-.000211,.000582,.0002107,.0004061,.0005801,.0003703,-.0000668,.0001982,.000242,-.0001783,-.0003047,-.0224336,-.0266558,.0011371,.0004502
304,.0090528,.0341685,-.0151777,.0030387,-.0119074,.0105767,-.0135517,.0187444,-.0023807,.0096725,.0117345,-.0047674,-.0004039,-.0010828,.000503,.000209,.0003241,-.0003984,.0003734,-.0005223,.0001398,-.0000961,-.0001906,5.07e-06,-.0222302,.0714335,.0007458,-.0018857
305,.0082013,.0132968,-.0071802,.0149434,-.0071554,-.0394316,-.0003171,.0173743,-.0052249,-.0283096,.0017461,.0023932,-.0005338,-.0003749,.0003018,-.0001316,.0003365,.0007664,-.0001333,-.0005822,.0003732,.0007845,.0000205,-.0001782,-.0099302,-.0197335,.000365,.000284
306,.010332,-.0173445,-.009222,.001829,-.0045652,-.0245427,-.0035745,.0503548,.0037233,.0020317,.0076397,-.0136023,-.0003727,.0000275,.0003799,.000023,.0001107,.0003495,.0000394,-.0012328,-.0000905,-1.42e-06,-.0002711,.0001304,.0043333,-.001274,-.0002043,-.0007038
307,.0198778,.0075766,-.0056728,-.0014327,.0004642,.0167155,-.0040523,-.0085691,-.0051484,-.0059698,-.0024719,-.0006647,-.0009492,-.0004654,.0003418,.0001603,.0000109,-.0004255,.0002032,.0000288,.0001847,.0000805,.0002713,-.0000348,.0029966,.0076558,.0000629,-.0006559
308,.0079366,-.0268843,-.0063045,-.0294223,-.0060352,.0042137,.0013434,-.0118288,.0032907,-.0060143,.0047283,-.0010577,-.0003476,.0002756,.0002811,.000778,.0001637,-.0001254,-.000078,.0001041,-.0001465,.0002817,-.000129,-.0001009,.0049593,-.0709936,-.0002562,.0012131
309,.0143905,.0116538,-.0094739,.0006744,-.0024497,-.0272751,-.0047392,-.0002306,.0074547,-.0059534,.0099962,.0037428,-.000431,-.0004857,.0004234,.0000954,-1.71e-06,.0004514,.0002587,-.0001469,-.0003015,.0002206,-.00035,-.0000842,.0151787,-.0173881,-.000402,.0000505
310,.0050492,.0005695,-.0098612,-.0037433,-.0009134,-.0388848,.0007268,-.0046515,.0069812,-.0092527,.005567,.0103706,-.0001305,-.0001783,.0004111,.0002298,-.0001201,.0007553,-.0001543,2.99e-06,-.0001736,.0003903,-.000088,-.0002401,.0075496,-.0455921,-.0002555,.0009601
311,.009327,-.0006699,-.0118944,-.0056068,-.006436,-.0085098,-.000269,.0091102,-.0032371,-.0062335,.0061609,.0070936,-.0004607,-.0000417,.0004356,.0003094,.0002488,.0002814,-.0002332,-.0003612,.0000736,.0002518,-.0002394,-.0002038,-.0063486,-.0048162,-.0001754,.0002359
312,.0056387,.0018537,-.0106462,-.0041401,-.0016288,-.0246437,.0021421,-.0040912,.0022553,-.0012972,.0099792,.004151,-.0003122,-.0001798,.0005122,.0002619,.0001131,.0003833,-.0001043,-.000104,.0000246,-.0000215,-.0003435,-.0002058,.0077404,-.0281675,-.0001101,.0001341
313,.008248,-.010321,-.0115301,-.0096015,-.0088728,-.0221971,-.0030785,-.0082475,.0041795,-.0019156,.0069559,.0085345,-.0003973,.0000606,.0004262,.0002853,.0002738,.0004873,-.0000124,.0000183,-.0002367,.000169,-.0001599,-.0002604,-.004098,-.0437482,-.0001063,.0007602
314,.0072853,-.0154892,-.0089294,-.0004579,.0018799,-.0255348,-.0018058,.0119127,.0070629,.0029149,-.0006605,.0027933,-.0003668,.0000305,.000333,.0001631,-.0000914,.0005691,.0000524,-.0003812,-.0003245,.0000394,.0001753,-.0001412,.0048324,-.0238612,-.0002222,.0002796
315,.0099304,.0084239,-.0064411,-.0090963,-.0098479,-.0145349,-.004039,-.0000526,.0037695,.0041992,.0035806,.0108366,-.0004925,-.0002601,.0001734,.0001892,.0002805,.0002708,.0000828,-.0001933,-.0001577,.0001411,-.0000788,-.000269,-.0030476,-.0002242,-.0001923,-.0001213
316,.006058,-.0306399,-.0082601,-.0185899,-.0074038,.0113625,-.0035857,-.0095655,-.0040809,.0031607,.0056688,-.0056156,-.0003642,.0003396,.0003357,.0004518,.0001854,-.0003383,-.0000493,-.0000746,.0002224,.0000134,-.0000248,-.0000225,-.0116037,-.0498876,.0003053,.0003692
317,.013555,.0103121,-.0100755,.0024114,-.0055917,-.0303396,-.005275,.0027958,-.001714,-.0074904,.0094237,.0065354,-.00066,-.0003683,.0005114,.0000503,.0002682,.0007298,-.0000593,-.0001652,.0002131,.0002457,-.0003818,-.0003076,.0003226,-.0157753,-.0001084,.0001847
318,.0175189,-.0092162,-.0088379,.0052933,-.0083274,-.0499754,-.0066141,.0136123,-.0039235,-.0155435,.0065041,.0019397,-.0009234,-.0002489,.0002826,.0000393,.0001884,.0009591,8.50e-06,-.000405,.0000929,.0003996,-.0000506,-.0000864,-.0036799,-.0538897,-.0004015,.0006578
319,.0044739,.0229971,-.011249,.0042352,-.0099855,-.0034966,-.0077838,.0081625,-.0060626,.0095791,.0089639,.010519,-.0004012,-.0007487,.0005019,.0001339,.0002899,-.0000922,.0001286,-.0002479,.0003234,-.0000325,-.0003647,-.0003302,-.0216432,.0519964,.0004779,-.0013176
320,.013112,-.0033486,-.0058059,-.0104518,-.006247,-.0209885,.0014525,-.0067153,-.0036915,.0057335,-.0013173,.003323,-.0005941,-.0001172,.0002572,.000287,.0003833,.000414,-.0002981,3.79e-06,.0002835,.0000765,.0001769,-.0001032,-.0024973,-.0324476,.0002087,.0005608
321,.0062381,-.0132516,-.0055374,.0039549,-.0036684,-.0441766,.00112,.014409,-.0007736,-.0217214,.0001462,.0090108,-.0004592,.0000387,.0003535,-.0000246,.000208,.0008835,-.0001651,-.0005438,.0000709,.000765,.000097,-.0002955,-.0024753,-.051775,.0001051,.0008233
322,.0084571,.0380817,-.0147763,-.0167643,-.0100393,.003613,-.0131409,-.0212478,.0016872,.0122064,.00881,.0157922,-.0004019,-.0009647,.0005607,.0005454,.0003853,-.000107,.000437,.0002597,-.0001682,-.0001888,-.0001786,-.0003679,-.0190022,.0316813,.0006343,-.0008233
323,.0068102,.0228455,-.0112554,.0161474,-.0125753,-.0133903,-.0085105,-.005741,.0010478,-.0039558,.0088028,-.0014311,-.0004035,-.0006376,.0003702,-.0001173,.0003529,.0001413,.0002564,-.0000738,-8.06e-06,.0001863,-.0001217,7.60e-06,-.0156804,.0144748,.0004462,-.0004936
324,.0222217,.0148171,-.0046134,.0088214,-.0074502,.004422,-.0025231,-.0030282,.0028055,.0153531,.0067697,.0063576,-.0007166,-.0005909,.0002136,-.0000151,.0003604,-.0000856,-.0000904,-.000021,-.0000324,-.0002607,-.0001343,-.0000894,.0172103,.0467429,-.0003996,-.0010628
325,.0071192,-.0071844,-.0090435,-.0157323,-.0006544,-.0199894,.0024953,-.0077535,.0030616,.0034539,.004938,.0114016,-.0002199,-.0001436,.0004903,.0004529,-.000129,.0004657,-.0002442,.0000716,-.0001159,5.19e-06,-.0002476,-.0003104,.0079162,-.0358042,-.0004663,.0005413
326,.0229388,-.0186284,-.0045316,.0005643,-.0016979,-.0448433,-.0036104,.0164674,-.0009346,-.0165284,.0069473,.012612,-.0006124,.0000144,.0002693,.0000334,-.0000107,.0008262,.0000894,-.0005255,.000092,.000419,-.0002959,-.0003541,.0191116,-.0503564,-.0004683,.0004135
327,.0114063,-.0167151,-.0098843,.0000805,-.007229,.0037036,-.0036556,.0140383,-.0001083,-.0150817,.0041751,.0112919,-.0004448,.0001893,.0004582,.000219,.0001539,-.0000239,2.88e-06,-.0005612,-.0000129,.0005579,-.0000293,-.0002846,-.0052957,-.0026825,.0001281,.0000964
328,.0034682,-.0173606,-.0095705,-.0005671,-.0074075,-.0082714,-.0116795,.013693,.001688,.0088163,.009615,-.0026024,-.0001717,.0001508,.000403,.0001392,.0001784,.0002236,.0004307,-.0004651,-.0000597,.0000962,-.0003224,-6.60e-06,-.0138863,-.0062921,.0004583,.000138
329,.0119274,-.0179797,-.0069596,-.010577,-.0054918,-.0465597,.0007916,-.002703,.0037035,-.014299,.0058221,-.005172,-.0006534,.0001373,.0003086,.0003557,.0002032,.0008648,-.0001171,-.0001778,-.0001495,.0003719,-.0000364,-.0000152,.0097933,-.0972904,-.0004446,.0015368
330,.0115111,-.0189153,-.0066911,-.0051638,.0021785,-.0540018,.0021847,.0014576,.0007281,-.0212303,-.0033777,.0005884,-.0005905,-.0000276,.000369,.0003293,-.0000251,.0009685,-.000158,-.0000602,.0000135,.0006837,.0001514,-.000015,.0065336,-.0972651,-.0002397,.0018786
331,.0099967,.006766,-.0102094,-.0135808,-.0090468,.0053545,-.0070553,-.0000998,.0004239,.0144838,.00295,.0107835,-.0004069,-.0005812,.0002731,.0004895,.000194,-.000285,.0001593,-.0001178,.0000337,-.0002315,-5.89e-06,-.0003286,-.0129408,.0237073,.0002474,-.0010547
332,.0090912,-.0291317,-.0054593,.0018318,-.0002716,-.0465753,-.003843,.0115159,.0023922,-.0207696,.0063695,-.0017423,-.0003507,.000148,.0002545,.0000961,-.0001307,.0007506,.0001466,-.0004818,-.0001361,.0005864,-.0001456,.0000155,.008279,-.0848713,-.0003621,.0011148
333,.010187,.0163991,-.0093807,-.0008572,-.0079873,-.0179155,.0001939,-.0091587,.0040018,.0144692,.0083984,.0058168,-.000375,-.0006388,.0004245,.0001375,.0001912,.0002765,-.0000902,-.000031,-.0001025,-.0001342,-.0002442,-.000251,.0054131,.0087536,-.0001962,-.0006411
334,.0056231,.0201573,-.0047188,.0128662,.0000119,.00724,-.008989,.0178714,-.0011708,-.0125668,.0037428,.000637,-.000293,-.0006049,.0003027,-.0002288,-.0000968,-.0002148,.0004409,-.0005649,.0001107,.0004758,-.0001277,-.0001194,-.0055008,.0462052,.0003368,-.0012569
335,.0101851,.0053525,-.0189594,-.0187064,-.0148895,-.0100976,-.0076239,-.0116063,-.0027073,.011008,.0079826,.01046,-.0005263,-.0001822,.0008428,.0005959,.0004731,.0002448,.0000911,.0000601,.0001211,-.000011,-.000223,-.0001788,-.0260125,-.0135898,.0007787,.0005288
336,.0155695,.0090865,-.0063092,-.0024082,-.0019885,.0181887,-.0092065,.0038389,.0072128,.0043765,.0007383,.0048798,-.0007771,-.0004528,.0003125,.0002609,-.0000358,-.0004375,.0002867,-.0001518,-.0003243,.0000248,.0000555,-.0001779,.0060165,.0379622,-.0004825,-.0009343
337,.0108755,-.0260004,-.0094036,.0045571,-.0092356,-.0160644,-.0055475,.0237173,-.0047414,-.0069567,.00567,.0030515,-.0004876,.0003317,.0003491,.0001054,.0003377,.000294,.0001594,-.000683,.0002289,.0002193,-.0002999,-.0001058,-.0123826,-.0176957,.0002876,.0001614
338,.0069936,.0033764,-.0177487,-.0099243,-.0087027,-.0078768,-.0024746,-.0048021,-.0044156,.0053133,.0139735,.0122638,-.0005081,-.0003219,.0007109,.0003765,.0001857,.0001666,-.0001383,-.0000595,.0000683,-.0000851,-.0005496,-.0003469,-.0123746,-.0016497,-.0002311,-.0002703
339,.0087152,-.008501,-.0072922,-.0044849,.0032794,-.0352923,-.0081791,.0043501,.005722,-.0066058,.0014064,.0103127,-.0003501,-.0000658,.0003577,.000373,-.0002251,.0005825,.0003166,-.000175,-.0002014,.000223,.0000149,-.0001939,.0036518,-.0402212,-.0000875,.0007437
340,.0007289,-.0118772,-.015138,-.0030648,-.0093637,-.0414429,-.0046294,.0078501,-.0024106,-.0165167,.0115901,.0051496,-.0002193,.0000775,.0005231,.0002025,.0002448,.0007603,-.0000818,-.0004188,.0000563,.0004585,-.0003655,-.0001906,-.0192227,-.0599019,.0001577,.0008894
341,.0108529,-.0017028,-.0137093,.0004835,-.0137499,-.0095616,-.00752,.0111633,-.0025578,.0078555,.0102923,.0081976,-.0003576,-.000289,.000544,.0002436,.0005371,.0001839,.000104,-.0003126,.0001928,-.0001285,-.0002832,-.0003885,-.0163919,.0164354,.0007371,-.0006911
342,.0172492,-.0316326,-.0097575,.006279,-.0033381,-.0700611,-.0002344,.0206011,.004032,-.0312027,.0046104,.0042308,-.0009196,.0004002,.0004351,-7.84e-06,.0001388,.001132,-.0000751,-.0006566,-.0000542,.0006662,-.0000509,-.0001926,.0125616,-.1017856,-.0005257,.0013413
343,.0202455,-.0126342,-.006409,.0048373,-.003277,-.0280601,.0008883,.013697,-.0034359,-.0075427,.0032397,.0105246,-.0008785,.0000533,.0003132,.000042,.000173,.0005686,-.0002289,-.0003593,.0001577,.0003013,-.0000417,-.0002765,.0112515,-.019178,-.0005052,.0003295
344,.0067984,.0039031,-.0102515,.0017876,-.0099683,-.0316742,-.0065268,-.0075619,.0010246,.0019354,.0059015,.0084567,-.0002853,-.0002884,.0004239,.0000677,.0002961,.0006359,.000148,.0000596,-.0001302,.0000183,-.0001971,-.0002937,-.0130221,-.0231532,.0002555,.0001995
345,.004026,-.0001679,-.0134125,-.0021643,.0043524,-.0176432,-.0078389,-.0024656,.0111588,-.0203916,.0020126,-.0071222,-.0001013,-.000132,.0004084,.0001503,-.0002949,.0002925,.00023,-.0001895,-.0006427,.0005915,8.81e-06,.0000733,.0002984,-.0499549,-.0003917,.0007861
346,.0008154,-.0110477,-.017895,-.0070267,-.0069671,-.0449877,.0026122,.0011182,-.005297,-.0160153,.0126808,-.0015047,-.000276,.0001126,.0006389,.0004043,.0001981,.0008563,-.000315,-.0002352,.0001893,.0004948,-.0004434,-.0000376,-.0140507,-.0794639,-8.16e-06,.0015952
347,.0113813,.0078428,-.0158731,.0010078,-.0083348,-.0157721,.0019651,.0226131,.0014611,-.0076172,.0081194,.0101069,-.0006984,-.0002738,.0006342,.0001753,.0003344,.0003207,-.0003571,-.0006603,-5.25e-06,.0003434,-.0000774,-.0003299,-.0012812,.0181813,-.0001696,-.0004245
348,.0138293,.016047,-.0041107,.004234,-.0036759,-.0198251,-.0006048,.0004074,-.0004228,.0090549,.0018704,.0103676,-.0007438,-.0006283,.0001188,.0001377,.0001998,.00046,-.0001807,-.0000745,.0001099,-.0000406,-.0000634,-.0004241,.0068853,.0202857,-.0005594,-.0005698
349,.011335,-.0003596,-.0114232,.0022217,-.0087453,-.0295218,-.0028396,.0126188,.0001874,-.0081841,.0092646,.0073963,-.0006966,-.0001506,.0004676,4.45e-06,.0001525,.0006236,-.0001684,-.0003503,-.0002478,.0003275,-.0001972,-.0002776,-.002221,-.0158287,-.0006901,.0001771
350,.0250199,-.0183408,-.0110547,-.0063939,-.0096575,-.0533602,.0014521,.0083373,-.0017335,-.0168176,.0011841,-.0078264,-.0011757,.0000545,.0004391,.0002554,.0003549,.0010008,-.0002511,-.0003006,.0000991,.0004295,-1.10e-06,.0001233,.0052105,-.0944016,-.0005348,.0015628
351,.0048534,.0231714,-.008888,.0031745,-.0067753,.0145982,-.0084417,-.0228904,-.0029327,.0050889,.006757,.0099398,-.0002567,-.0008096,.0002657,-.0000163,.0001531,-.0003295,.0001627,.0003099,.0001176,3.82e-06,-.0003259,-.0002395,-.0154272,.0330824,.0001165,-.0010811
352,.0104182,-.0100415,-.016853,.0028171,-.0114969,-.0330503,-.00141,.0224778,-.002786,-.0093946,.011976,.0215399,-.0004597,-.0000458,.0004991,.0000602,.0003231,.000633,-.0001193,-.0006736,.0001776,.0001763,-.0004302,-.0004789,-.0101518,-.0056515,-9.36e-06,-.0003288
353,.011384,-.0313769,-.0070804,.0138741,-.0075473,-.0529325,-.0050369,.0334532,-.0018852,-.0191362,.0058128,.0008736,-.0004706,.0004304,.0002278,-.0002095,.0002348,.0011138,.0000245,-.0009263,.0000972,.0005033,-.0000839,.0000325,-.004353,-.0552448,.0000298,.0009441
354,.0104871,-.0057786,-.0128497,.0104175,-.0078717,-.0525537,-.0009006,.0200847,.0023349,-.0141257,.0092279,.0068203,-.00061,-.0001885,.0005259,-.0000275,.0001938,.0009378,-.0002394,-.0005474,-.0001759,.0003924,-.0003164,-.0002096,.0004279,-.0351355,-.0006221,.0003572
355,.0115285,-.0014466,-.0047128,-.0009179,-.0052949,-.0216869,-.0008892,.0121959,.0018903,-.0057941,.007434,.0040145,-.0005618,-.0001743,.0002011,.000167,.0003055,.0004525,-.0000822,-.0004392,-.0000353,.0001653,-.0001482,-.0001145,.0099559,-.0136352,-.0003208,.0000568
356,.0055039,.0121671,-.011512,-.000155,-.0063312,-.0143562,-.0081467,.0131151,.0018984,.0060524,.0092842,.0046064,-.0002914,-.000564,.0005238,.0001358,.0001477,.0003855,.0000949,-.0004673,-.0000839,9.67e-06,-.0003239,-.0002131,-.0093034,.0214298,.0000673,-.0007134
357,.0079483,-.0079415,-.0109049,-.0034805,-.0087487,-.0242463,-.010039,.0125936,.007427,.0033675,.0092588,.0119944,-.0004059,-.0000325,.0004333,.0002526,.000174,.0005051,.0002719,-.0003499,-.0002015,-.0000739,-.0001978,-.0003239,-.0050586,-.0077127,.000074,-.0000224
358,.0005619,-.0125515,-.0100112,-.00558,-.0099087,-.0282262,-.0126029,-.006197,.0015276,.0018261,.0053935,.005713,-.0002054,-.0000456,.0004081,.000331,.0002032,.0003729,.0004071,.0000354,-.0000268,.0000413,-.0000983,-.0001815,-.0250399,-.0450156,.0006879,.0005535
359,.0066173,-.0187028,-.0097251,-.0043282,-.0094095,-.0346609,-.005853,.013823,.0054169,-.0122339,.0098434,-.0067547,-.0003469,.0001619,.0004444,.0001992,.0002004,.0005336,.0001851,-.0004613,-.0001208,.0004466,-.0002709,.0001171,-.0031099,-.0628576,.0000913,.0009972
360,.0118252,-.0065968,-.0131491,-.0113864,-.0104917,-.0276782,-.0021094,-.0026181,-.0009978,-.0016724,.0022538,.0013603,-.0007992,-.0001098,.0005363,.0004043,.0004316,.0005485,-.000127,-.0001625,.000023,.0000238,.0000407,-.0000878,-.0126689,-.0485916,.0001054,.0006165
361,.0066737,-.000859,-.0082165,.0019325,-.0093258,-.0265755,-.0069046,.0111904,.0060264,.0006488,.0037063,.0000134,-.0003909,-.0002217,.0003078,.0001183,.0002377,.0002976,.0002065,-.0003783,-.000193,.0000338,.0000601,-.0000584,-.0080405,-.0136494,.0002281,-.0002087
